TimeStamp;2025-07-03 15-47-00
0.010;1.060000
0.020;1.200000
0.030;1.080000
0.040;1.100000
0.050;1.000000
0.060;1.120000
0.070;1.100000
0.080;1.140000
0.090;1.120000
0.100;1.120000
0.110;1.140000
0.120;1.320000
0.130;1.220000
0.140;1.180000
0.150;1.040000
0.160;1.220000
0.170;1.100000
0.180;1.180000
0.190;1.140000
0.200;1.040000
0.210;1.040000
0.220;1.180000
0.230;1.180000
0.240;1.280000
0.250;1.120000
0.260;1.260000
0.270;1.120000
0.280;1.080000
0.290;1.120000
0.300;1.140000
0.310;1.180000
0.320;1.180000
0.330;1.080000
0.340;1.220000
0.350;1.220000
0.360;1.180000
0.370;1.100000
0.380;1.100000
0.390;1.140000
0.400;1.060000
0.410;1.200000
0.420;1.220000
0.430;1.220000
0.440;1.220000
0.450;1.060000
0.460;1.120000
0.470;1.120000
0.480;1.120000
0.490;1.160000
0.500;1.120000
0.510;1.080000
0.520;0.940000
0.530;1.160000
0.540;1.160000
0.550;1.120000
0.560;1.060000
0.570;1.080000
0.580;1.060000
0.590;1.200000
0.600;1.100000
0.610;1.120000
0.620;0.980000
0.630;1.120000
0.640;1.100000
0.650;1.100000
0.660;0.980000
0.670;1.100000
0.680;1.080000
0.690;1.180000
0.700;1.140000
0.710;1.180000
0.720;1.180000
0.730;1.040000
0.740;1.120000
0.750;1.120000
0.760;1.120000
0.770;1.240000
0.780;1.120000
0.790;1.240000
0.800;1.040000
0.810;1.080000
0.820;1.220000
0.830;1.120000
0.840;1.160000
0.850;1.120000
0.860;1.260000
0.870;1.260000
0.880;1.160000
0.890;1.140000
0.900;1.240000
0.910;1.260000
0.920;1.160000
0.930;1.160000
0.940;1.240000
0.950;1.280000
0.960;1.180000
0.970;1.180000
0.980;1.180000
0.990;1.060000
1.000;1.120000
1.010;1.080000
1.020;1.120000
1.030;1.240000
1.040;1.140000
1.050;1.160000
1.060;1.420000
1.070;1.500000
1.080;1.880000
1.090;1.880000
1.100;2.500000
1.110;3.540000
1.120;3.860000
1.130;3.660000
1.140;3.260000
1.150;5.360000
1.160;10.320000
1.170;19.799999
1.180;20.240000
1.190;21.859999
1.200;21.859999
1.210;26.779999
1.220;30.859999
1.230;32.160000
1.240;28.760000
